,title,cast,crew,genres,keywords
1390,Friends with Benefits,"['JustinTimberlake', 'MilaKunis', 'PatriciaClarkson']",['WillGluck'],"['Romance', 'Comedy']","['funeral', 'friends', 'hospital', 'aftercreditsstinger', 'duringcreditsstinger']"
1391,Neighbors 2: Sorority Rising,"['SethRogen', 'RoseByrne', 'ZacEfron']",['NicholasStoller'],['Comedy'],"['alcohol', 'college', 'party', 'sequel', 'sorority', 'neighbor', 'family', 'fraternity', 'bathroomhumor']"
1392,Saving Mr. Banks,"['EmmaThompson', 'TomHanks', 'PaulGiamatti']",['JohnLeeHancock'],"['Comedy', 'Drama', 'History']","['biography', 'animation', 'writer', 'moviemaking']"
1393,Malcolm X,"['DenzelWashington', 'AngelaBassett', 'AlbertHall']",['SpikeLee'],"['Drama', 'History']","['islam', 'newyork', 'prison', 'assassination', 'kukluxklan', 'muslim', 'policebrutality', 'beach', 'koran', 'jailguard', 'prisoncell', 'bible', 'biography', 'martinlutherking', 'nationofislam', 'civilrightsmovement', 'mekka', 'pilgrimage', 'cabriolet', 'police', 'historicalfigure', 'malcolmx']"
1394,This Is 40,"['PaulRudd', 'LeslieMann', 'JasonSegel']",['JuddApatow'],['Comedy'],"['wifehusbandrelationship', 'children', 'familyrelationships', 'duringcreditsstinger']"
1395,Old Dogs,"['RobinWilliams', 'JohnTravolta', 'SethGreen']",['WaltBecker'],"['Comedy', 'Family']","['japanese', 'camp', 'bestfriend', 'co-worker', 'kids', 'duringcreditsstinger', 'sportsmarketingfirm']"
1396,Underworld: Rise of the Lycans,"['BillNighy', 'MichaelSheen', 'RhonaMitra']",['PatrickTatopoulos'],"['Fantasy', 'Action', 'Adventure', 'ScienceFiction', 'Thriller']","['prison', 'underworld', 'slavery', 'castle', 'vampire', 'war', 'werewolf', 'battle', 'slave', 'dungeon', 'fangvamp']"
1397,License to Wed,"['RobinWilliams', 'MandyMoore', 'JohnKrasinski']",['KenKwapis'],['Comedy'],"['newlove', 'tencommandments', 'bride', 'bridegroom', 'marriage', 'relation', 'partnership', 'civilregistryoffice', 'priest', 'wedding', 'church']"
1398,The Benchwarmers,"['JonHeder', 'RobSchneider', 'DavidSpade']",['DennisDugan'],['Comedy'],"['baseball', 'pizza', 'sport', 'paperboy', 'team', 'homerun', 'videostore']"
1399,Must Love Dogs,"['DianeLane', 'JohnCusack', 'ElizabethPerkins']",['GaryDavidGoldberg'],"['Comedy', 'Romance']","['sistersisterrelationship', 'makeamatch', 'single', 'children', 'teacher', 'dating', 'divorce', 'petdog', 'computerdating', 'internetdating', 'woodenboats']"
1400,Donnie Brasco,"['JohnnyDepp', 'AlPacino', 'MichaelMadsen']",['MikeNewell'],"['Crime', 'Drama', 'Thriller']","['undercover', 'colombia', 'mafia', 'mobster', 'dirtycop', 'informant', 'stealingmoney', 'marriagecounselor', 'shavingcream', 'playingcards']"
1401,Resident Evil,"['MillaJovovich', 'MichelleRodriguez', 'EricMabius']",['PaulW.S.Anderson'],"['Horror', 'Action', 'ScienceFiction']","['undercover', 'mutant', 'dystopia', 'conspiracy', 'zombie', 'basedonvideogame']"
1402,Poltergeist,"['CraigT.Nelson', 'JoBethWilliams', 'BeatriceStraight']",['TobeHooper'],['Horror'],"['medium', 'ghostbuster', 'poltergeist', 'hauntedhouse', 'dyinganddeath', 'familyrelationships', 'goodvsevil', 'paranormalphenomena', 'powerofgoodness', 'parent-childbond', 'haunted']"
1403,The Ladykillers,"['TomHanks', 'IrmaP.Hall', 'MarlonWayans']",['JoelCoen'],"['Comedy', 'Crime', 'Thriller']","['churchchoir', 'hidingplace', 'garbage', 'duringcreditsstinger']"
1404,Max Payne,"['MarkWahlberg', 'MilaKunis', 'BeauBridges']",['JohnMoore'],['Action'],"['assassin', 'basedonvideogame', 'aftercreditsstinger']"
1405,In Time,"['JustinTimberlake', 'AmandaSeyfried', 'CillianMurphy']",['AndrewNiccol'],"['Action', 'Thriller', 'ScienceFiction']","['bank', 'future', 'time', 'dystopia', 'raceagainsttime', 'immortality', 'ontherun', 'classdifferences', 'copsandrobbers\xa0', 'richvspoor']"
1406,The Back-Up Plan,"['JenniferLopez', ""AlexO'Loughlin"", 'DanneelAckles']",['AlanPoul'],"['Comedy', 'Romance']","['kiss', 'spermbank', 'romanticcomedy', 'malefemalerelationship', 'doctor', 'pregnancy', 'singlemother', 'artificialinsemination', 'motherhood', 'duringcreditsstinger']"
1407,Something Borrowed,"['KateHudson', 'GinniferGoodwin', 'JohnKrasinski']",['LukeGreenfield'],"['Comedy', 'Drama', 'Romance']","['newyork', 'alcohol', 'basedonnovel', 'secret', 'cheating', 'birthday', 'destroy', 'friends', 'crush', 'lawyer', 'bestfriend', 'wedding', 'pregnancy', 'relationship', 'celebration', 'roses', 'lying', 'flashback', 'engaged', 'loyal', 'liaison', 'confidant']"
1408,Black Knight,"['MartinLawrence', 'MarshaThomason', 'TomWilkinson']",['GilJunger'],"['Adventure', 'Comedy', 'Fantasy']","['england', 'blackpeople', 'medallion', 'castle', 'timetravel', 'leapintime', 'knight', 'impostor', 'king', 'middleages', 'imposture', 'medievaltimes']"
1409,The Bad News Bears,"['WalterMatthau', ""TatumO'Neal"", 'BenPiazza']",['MichaelRitchie'],"['Comedy', 'Family']","['baseball', 'sport', 'littleleague']"
1410,Street Fighter,"['Jean-ClaudeVanDamme', 'RaúlJuliá', 'Ming-NaWen']",['StevenE.deSouza'],"['Action', 'Adventure', 'Thriller']","['dictator', 'martialarts', 'hostage', 'liberationofhostage', 'hostage-taking', 'streetfighter', 'unitednations', 'basedonvideogame']"
1411,The Pianist,"['AdrienBrody', 'ThomasKretschmann', 'FrankFinlay']",['RomanPolanski'],"['Drama', 'War']","['individual', 'resistance', 'radiostation', 'warcrimes', 'lossoffamily', 'childmurderer', 'hunger', 'worldwarii', 'prisonersofwar', 'homeland', 'deportation', 'hidingplace', 'ghettoriot', 'jewpersecution', 'liberation', 'warsawghetto', 'polishresistance', 'nazis', 'biography', 'classicalmusic', 'panzer', 'pianist']"
1412,The Nativity Story,"['KeishaCastle-Hughes', 'OscarIsaac', 'HiamAbbass']",['CatherineHardwicke'],"['Drama', 'History']","['jesuschrist', 'bible', 'threekings', 'archangelgabriel', 'christian', 'blessedhope', 'wisemen', 'womandirector']"
1413,House of Wax,"['ElishaCuthbert', 'ParisHilton', 'BrianVanHolt']",['JaumeCollet-Serra'],['Horror'],"['americanfootball', 'trafficjam', 'remake', 'murder', 'suspense', 'waxmuseum', 'teenager', 'groupoffriends', 'ghosttown', 'wax']"
1414,Closer,"['JuliaRoberts', 'JudeLaw', 'NataliePortman']",['MikeNichols'],"['Drama', 'Romance']","['fathersonrelationship', 'loveatfirstsight', 'photographer', 'lossoflover', 'cheating', 'lie', 'forbiddenlove', 'tea', 'lover', 'kiss', 'photography', 'secretlove', 'timessquare', 'liar', 'sexchat', 'basedonplay', 'deathoffather', 'fallinginlove']"
1415,J. Edgar,"['LeonardoDiCaprio', 'JoshHamilton', 'GeoffPierson']",['ClintEastwood'],"['Drama', 'Crime', 'History']","['biography', 'historicalfigure', 'fbidirector']"
1416,Mirrors,"['KieferSutherland', 'PaulaPatton', 'AmySmart']",['AlexandreAja'],"['Horror', 'Mystery', 'Thriller']","['schizophrenia', 'nightwatchman', 'subway', 'hallucination', 'alcoholism', 'ex-cop', 'possession', 'morgue', 'ruralsetting', 'medication', 'demon', 'psychiatrist', 'mirror', 'estrangedwife', 'nypd', 'evil', 'newspaperclipping']"
1417,Queen of the Damned,"['StuartTownsend', 'Aaliyah', 'MargueriteMoreau']",['MichaelRymer'],"['Drama', 'Fantasy', 'Horror']","['queen', 'rockstar', 'secretsociety', 'vampire', 'light', 'bite', 'music', 'spontaneouscombustion', 'fatalattraction', 'fangvamp']"
1418,Predator 2,"['KevinPeterHall', 'DannyGlover', 'GaryBusey']",['StephenHopkins'],"['ScienceFiction', 'Action', 'Thriller']","['predator', 'warondrugs', 'extraterrestrialtechnology', 'losangeles', 'invisible']"
1419,Untraceable,"['DianeLane', 'BillyBurke', 'ColinHanks']",['GregoryHoblit'],['Drama'],"['suicide', 'fbi', 'kidnapping', 'snuff', 'sadism', 'investigation', 'police', 'psychopath', 'webcam', 'website', 'murder', 'serialkiller', 'internet', 'torture', 'violence', 'voyeur']"
1420,Blast from the Past,"['BrendanFraser', 'AliciaSilverstone', 'ChristopherWalken']",['HughWilson'],"['Comedy', 'Romance']","['isolation', 'atomicbomb', 'bunker', 'shelter']"
1421,Flash Gordon,"['SamJ.Jones', 'MelodyAnderson', 'MaxvonSydow']",['MikeHodges'],['ScienceFiction'],"['emperor', 'solareclipse', 'prince', 'tvduel', 'fighter', 'deception', 'hood', 'scientist', 'swordandplanet']"
1422,Jersey Girl,"['BenAffleck', 'RaquelCastro', 'LivTyler']",['KevinSmith'],"['Comedy', 'Romance']","['yuppie', 'daughter', 'lossofwife']"
1423,Alex Cross,"['TylerPerry', 'RachelNichols', 'JeanReno']",['RobCohen'],"['Action', 'Thriller', 'Crime', 'Mystery']",['exmilitary']
1424,Midnight in the Garden of Good and Evil,"['JohnCusack', 'KevinSpacey', 'JudeLaw']",['ClintEastwood'],"['Crime', 'Drama', 'Mystery', 'Thriller']","['dragqueen', 'voodoo', 'savannah']"
1425,Heist,"['JeffreyDeanMorgan', 'RobertDeNiro', 'KateBosworth']",['ScottMann'],"['Crime', 'Action', 'Thriller']","['casino', 'robbery', 'bushijacking', 'heist']"
1426,Nanny McPhee and the Big Bang,"['EmmaThompson', 'AsaButterfield', 'RalphFiennes']",['SusannaWhite'],"['Comedy', 'Fantasy']","['nanny', 'fantasy', 'children', 'aftercreditsstinger', 'duringcreditsstinger', 'womandirector']"
1427,Hoffa,"['JackNicholson', 'DannyDeVito', 'ArmandAssante']",['DannyDeVito'],"['Crime', 'History']","['policyandorganisations', 'power', 'tradeunion', 'gangster']"
1428,The X Files: I Want to Believe,"['DavidDuchovny', 'GillianAnderson', 'AmandaPeet']",['ChrisCarter'],"['Drama', 'Mystery', 'ScienceFiction', 'Thriller']","['extraterrestrialtechnology', 'fbi', 'alien', 'fbiagent', 'duringcreditsstinger']"
1429,Ella Enchanted,"['AnneHathaway', 'HughDancy', 'CaryElwes']","[""TommyO'Haver""]","['Family', 'Fantasy', 'Comedy']","['elves', 'basedonnovel', 'magic', 'fairy', 'prince', 'fairytale', 'spell', 'fantasyworld', 'giant', 'ogre', 'obedience', 'fairygodmother', 'elf']"
1430,Concussion,"['WillSmith', 'AlecBaldwin', 'AlbertBrooks']",['PeterLandesman'],['Drama'],"['americanfootball', 'concussion', 'biography', 'professionalsports', 'braindamage', 'sportsinjury', 'nfl', 'medicaldrama', 'humanbrain']"
1431,Abduction,"['TaylorLautner', 'LilyCollins', 'AlfredMolina']",['JohnSingleton'],"['Thriller', 'Action', 'Mystery']","['cia', 'airport', 'hero', 'fight', 'kidnapping', 'timebomb', 'training', 'webcam', 'website', 'party', 'ontherun', 'hospital', 'train', 'teenager']"
1432,Valiant,"['EwanMcGregor', 'RickyGervais', 'TimCurry']",['GaryChapman'],"['Animation', 'Family', 'Adventure']","['animation', 'animal', '3d']"
1433,Wonder Boys,"['MichaelDouglas', 'TobeyMaguire', 'FrancesMcDormand']",['CurtisHanson'],"['Comedy', 'Drama']","['adultery', 'robbery', 'basedonnovel', 'professor', 'college', 'police', 'party', 'liar', 'marijuana', 'writer', 'university', 'drug', 'dog']"
1434,Superhero Movie,"['DrakeBell', 'SaraPaxton', 'LeslieNielsen']",['CraigMazin'],"['Action', 'Comedy', 'ScienceFiction']","['antihero', 'highschool', 'dragonfly', 'superhero', 'radioactive', 'duringcreditsstinger']"
1435,Broken City,"['MarkWahlberg', 'RussellCrowe', 'CatherineZeta-Jones']",['AllenHughes'],"['Thriller', 'Crime', 'Drama']","['mayor', 'investigation', 'politics', 'ex-cop', 'revenge', 'doublecrossed', 'privatedetective']"
1436,Cursed,"['PortiadeRossi', 'ChristinaRicci', 'JesseEisenberg']",['WesCraven'],"['Horror', 'Comedy']","['brothersisterrelationship', 'bite', 'transformation', 'supernaturalpowers', 'werewolf']"
1437,Premium Rush,"['JosephGordon-Levitt', 'MichaelShannon', 'DaniaRamirez']",['DavidKoepp'],"['Crime', 'Action', 'Thriller']","['newyork', 'dirtycop', 'bicyclecourier', 'duringcreditsstinger', 'raceagainsttheclock', 'cyclist', 'bikemessenger']"
1438,Hot Pursuit,"['ReeseWitherspoon', 'SofíaVergara', 'MichaelMosley']",['AnneFletcher'],"['Action', 'Comedy', 'Crime']","['texas', 'prisoner', 'cop', 'drugcartel', 'ontherun', 'policeofficer', 'prisonerontherun', 'womandirector']"
1439,The Four Feathers,"['HeathLedger', 'WesBentley', 'KateHudson']",['ShekharKapur'],"['War', 'Adventure', 'Drama', 'Romance']","['islam', 'sex', 'loyalty', 'bravery', 'army', 'revenge', 'honor', 'murder', 'escape', 'soldier', 'battle', 'church', 'violence', 'britain', 'slave', 'colonialism', 'military', 'imperialism']"
1440,Parker,"['JasonStatham', 'JenniferLopez', 'NickNolte']",['TaylorHackford'],"['Action', 'Crime']","['professionalthief', 'jewelrobbery']"
1441,Wimbledon,"['KirstenDunst', 'PaulBettany', 'SamNeill']",['RichardLoncraine'],"['Comedy', 'Romance']","['tennis', 'newlove', 'tennisplayer', 'australia', 'wimbledon']"
1442,Furry Vengeance,"['BrendanFraser', 'KenJeong', 'BrookeShields']",['RogerKumble'],['Comedy'],"['bear', 'animal', 'aftercreditsstinger', 'duringcreditsstinger', 'realestate', 'landdeveloper', 'realestatedeveloper']"
1443,Bait,"['SharniVinson', 'PhoebeTonkin', 'JulianMcMahon']",['KimbleRendall'],"['Action', 'Horror', 'Thriller']","['drowning', 'supermarket', 'sharkattack', 'australian', 'flooding', 'australia', 'tsunami', 'gore', 'shark', 'flood', '3d']"
1444,Krull,"['KenMarshall', 'LysetteAnthony', 'FrancescaAnnis']",['PeterYates'],"['Fantasy', 'Action', 'Adventure']","['kingdom', 'lightsaber', 'cultfavorite', 'deadbody', 'magicalobject', 'fortress', 'doppelganger', 'cyclops', 'changeling']"
1445,Lions for Lambs,"['RobertRedford', 'MerylStreep', 'TomCruise']",['RobertRedford'],"['Action', 'Adventure', 'Drama', 'History']","['journalist', 'terrorist', 'waragainstterror', 'externallycontrolledaction', 'manipulation', 'propaganda', 'manipulationofthemedia', 'future', 'afghanistan', 'politicalnegotiations', 'war', 'past', 'warinafghanistan']"
1446,Flight of the Intruder,"['DannyGlover', 'WillemDafoe', 'BradJohnson']",['JohnMilius'],"['Action', 'Adventure', 'Drama', 'Thriller']","['bomber', 'vietnamwar', 'u.s.navy', 'aviation', 'combat', 'bombing']"
1447,Walk Hard: The Dewey Cox Story,"['JohnC.Reilly', 'JennaFischer', 'TimMeadows']",['JakeKasdan'],"['Comedy', 'Music']","['musicrecord', 'rockandroll', 'pop', 'hip-hop', 'fabfour', 'blues', 'popstar', 'rapper', 'recordproducer', 'rock', 'music', 'musicinstrument', 'wedding', 'extramaritalaffair', 'aftercreditsstinger']"
1448,The Shipping News,"['KevinSpacey', 'JulianneMoore', 'CateBlanchett']",['LasseHallström'],"['Drama', 'Romance']","['sex', 'adultery', 'basedonnovel', 'fishing', 'isolation', 'kidnapping', 'newfoundland', 'survival', 'reporter', 'drunk']"
1449,American Outlaws,"['ColinFarrell', 'ScottCaan', 'AliLarter']",['LesMayfield'],"['Action', 'Western']","['sheriff', 'horse', 'outlaw', 'jessejames', 'coleyounger']"
1450,The Young Victoria,"['EmilyBlunt', 'JimBroadbent', 'MarkStrong']",['Jean-MarcVallée'],"['Drama', 'History', 'Romance']","['royalfamily', 'biography', 'royalty', 'perioddrama', 'queenvictoria', 'princealbert', '19thcentury', 'britishmonarchy']"
1451,Whiteout,"['KateBeckinsale', 'GabrielMacht', 'TomSkerritt']",['DominicSena'],"['Action', 'Crime', 'Mystery', 'Thriller']","['airplane', 'basedoncomicbook', 'corpse', 'stich']"
1452,The Tree of Life,"['BradPitt', 'SeanPenn', 'JessicaChastain']",['TerrenceMalick'],"['Drama', 'Fantasy']","['philosophy', 'fathersonrelationship', 'redhair', 'brothersisterrelationship', 'sun', 'telegram', 'tree', 'meteor', 'afterlife', 'deathofachild', 'independentfilm', 'spirituality', 'outerspace', 'dinosaur', 'voiceover', 'verylittledialogue', 'tarkovskyesque']"
1453,Knock Off,"['Jean-ClaudeVanDamme', 'LelaRochon', 'PaulSorvino']",['TsuiHark'],"['Action', 'Adventure', 'Thriller']","['parkinggarage', 'freighter', 'fundraiser']"
1454,Sabotage,"['ArnoldSchwarzenegger', 'SamWorthington', 'MireilleEnos']",['DavidAyer'],"['Action', 'Drama', 'Thriller', 'Crime']","['drugcartel', 'dea']"
1455,The Order,"['HeathLedger', 'ShannynSossamon', 'BennoFürmann']",['BrianHelgeland'],"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']","['riddle', 'rome', 'vatican', 'secretorganization', 'investigation', 'sin', 'repentance', 'priest', 'psychologicalthriller', 'violence', 'catholicchurch', 'sineater', 'mentorprotégérelationship', 'referencetogod', 'suspiciousdeath']"
1456,Punisher: War Zone,"['RayStevenson', 'DominicWest', 'JulieBenz']",['LexiAlexander'],"['Action', 'Crime']","['brokenneck', 'fbiagent', 'wallsafe', 'trashedhouse', 'aerialshot', 'militarydressuniform', 'vanity', 'flare', 'womandirector']"
1457,Zoom,"['TimAllen', 'CourteneyCox', 'ChevyChase']",['PeterHewitt'],"['Family', 'Fantasy', 'Comedy']","['superhero', 'kidsandfamily']"
1458,The Walk,"['JosephGordon-Levitt', 'BenKingsley', 'CharlotteLeBon']",['RobertZemeckis'],"['Adventure', 'Drama', 'Thriller']","['1970s', 'skyscraper', 'basedontruestory', 'tightrope', 'planning', 'worldtradecenter']"
1459,Warriors of Virtue,"['AngusMacfadyen', 'MarioYedidia', 'MarleyShelton']",['RonnyYu'],"['Fantasy', 'Family', 'Action']","['americanfootball', 'mythology', 'chinesefood', 'kangaroo']"
1460,A Good Year,"['RussellCrowe', 'MarionCotillard', 'AlbertFinney']",['RidleyScott'],"['Comedy', 'Drama', 'Romance']","['provence', 'winecellar', 'vineyard', 'winegarden', 'wine', 'winegrower']"
1461,Radio Flyer,"['ElijahWood', 'LorraineBracco', 'AdamBaldwin']",['RichardDonner'],['Drama'],"['stepfather', 'physicalabuse', 'abuse']"
1462,Bound by Honor,"['DamianChapa', 'JesseBorrego', 'BenjaminBratt']",['TaylorHackford'],"['Action', 'Crime', 'Drama', 'Thriller']","['juvenileprison', 'artist', 'jail', 'eastl.a.', 'hood', 'gang', 'youthgang', 'racism', 'drug', 'mexicanamerican', 'barrio', 'policeshootout', 'cholo', 'lowrider']"
1463,Smilla's Sense of Snow,"['JuliaOrmond', 'GabrielByrne', 'RichardHarris']",['BilleAugust'],"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['copenhagen', 'inuit', 'comet', 'arctic', 'snow']"
1464,Femme Fatale,"['RebeccaRomijn', 'AntonioBanderas', 'PeterCoyote']",['BrianDePalma'],"['Thriller', 'Crime', 'Romance']","['paris', 'france', 'newidentity', 'paparazzi', 'cannes']"
1465,Lion of the Desert,"['AnthonyQuinn', 'RodSteiger', 'OliverReed']",['MoustaphaAkkad'],"['Action', 'History', 'War']","['italy', 'middleeast', 'resistance', 'worldwarii', 'libya', 'benitomussolini', 'basedontruestory', 'guerrillawarfare']"
1466,The Horseman on the Roof,"['JulietteBinoche', 'OlivierMartinez', 'PierreArditi']",['Jean-PaulRappeneau'],"['War', 'Adventure', 'Drama', 'Romance']","['italian', 'newlove', 'provence', 'horse', 'exile']"
1467,Ride with the Devil,"['TobeyMaguire', 'SkeetUlrich', 'JeffreyWright']",['AngLee'],"['Drama', 'War', 'Romance', 'Western']","['civilwar', 'friends', 'bushwhacker', 'raid']"
1468,Biutiful,"['JavierBardem', 'MaricelÁlvarez', 'HanaaBouchaib']",['AlejandroGonzálezIñárritu'],['Drama'],"['immigrant', 'illegalimmigrant', 'chinese', 'singlefather']"
1469,Bandidas,"['PenélopeCruz', 'SalmaHayek', 'DwightYoakam']",['JoachimRønning'],"['Action', 'Comedy', 'Western', 'Crime']","['mexico', 'bankrobber', 'revenge', 'bestfriend', 'bankrobbery', 'bankvault', 'steamlocomotive']"
1470,Black Water Transit,"['LaurenceFishburne', 'KarlUrban', 'BrittanySnow']",['TonyKaye'],"['Drama', 'Crime']",[]
1471,The Maze Runner,"[""DylanO'Brien"", 'KiHongLee', 'KayaScodelario']",['WesBall'],"['Action', 'Mystery', 'ScienceFiction', 'Thriller']","['basedonnovel', 'maze', 'post-apocalyptic', 'dystopia', 'escape', 'memoryloss', 'erasedmemory', 'trapped', 'dystopicfuture', 'runner', 'basedonyoungadultnovel']"
1472,Unfinished Business,"['VinceVaughn', 'DaveFranco', 'JamesMarsden']",['KenScott'],['Comedy'],"['europe', 'businesstrip']"
1473,The Age of Innocence,"['DanielDay-Lewis', 'MichellePfeiffer', 'WinonaRyder']",['MartinScorsese'],"['Drama', 'Romance']","['upperclass', 'newyork', 'lover', 'countess', 'lawyer', '19thcentury']"
1474,The Fountain,"['HughJackman', 'RachelWeisz', 'EllenBurstyn']",['DarrenAronofsky'],"['Drama', 'Adventure', 'ScienceFiction', 'Romance']","['braintumor', 'operation', 'queen', ""loveofone'slife"", 'surgeon', 'tree', 'dyinganddeath', 'transience', 'immortality', 'mayacivilization', 'monkey', 'conquest']"
1475,Chill Factor,"['CubaGoodingJr.', 'SkeetUlrich', 'PeterFirth']",['HughJohnson'],"['Action', 'Comedy', 'Thriller']",[]
